,Id,Time,Event,NumAmiscoJ1
1375,1432,27016,Pass,26
1376,1433,27027,Pass,27
1377,1434,27038,Reception,26
1378,1435,27046,Running with ball,26
1379,1436,27056,Running with ball,26
1380,1437,27070,Pass,26
1381,1438,27085,Reception,35
1382,1439,27090,Running with ball,35
1383,1440,27097,Pass,35
1384,1441,27109,Pass,31
1385,1442,27159,Reception,24
1386,1443,27166,Pass,24
1387,1444,27177,Reception,27
1388,1445,27198,Clearance,27
1389,1448,27372,Pass,28
1390,1449,27404,Reception,24
1391,1450,27428,Pass,24
1392,1451,27467,Clearance,5
1393,1453,27541,Pass,30
1394,1454,27551,Pass,35
1395,1455,27562,Pass,30
1396,1456,27577,Reception,31
1397,1457,27591,Pass,31
1398,1458,27606,Reception,27
1399,1459,27628,Running with ball,27
1400,1460,27643,Pass,27
1401,1461,27652,Reception,32
1402,1462,27657,Running with ball,32
1403,1463,27669,Running with ball,32
1404,1464,27679,Pass,32
1405,1465,27688,Reception,33
1406,1466,27694,Running with ball,33
1407,1467,27701,Pass,33
1408,1468,27724,Reception,29
1409,1469,27736,Cross,29
1410,1470,27746,Clearance,7
1411,1471,27772,Pass,10
1412,1472,27795,Pass,35
1413,1473,27832,Reception,29
1414,1474,27849,Running with ball,29
1415,1475,27860,Pass,29
1416,1476,27875,Clearance,5
1417,1477,27897,Reception,9
1418,1478,27907,Pass,9
1419,1479,27932,Pass,8
1420,1482,28076,Pass,5
1421,1483,28100,Reception,4
1422,1484,28114,Pass,4
1423,1485,28134,Reception,7
1424,1486,28147,Pass,7
1425,1487,28160,Reception,3
1426,1488,28172,Running with ball,3
1427,1489,28183,Pass,3
1428,1490,28190,Reception,7
1429,1491,28204,Pass,7
1430,1492,28222,Reception,4
1431,1493,28226,Running with ball,4
1432,1494,28235,Running with ball,4
1433,1495,28240,Pass,4
1434,1496,28254,Reception,7
1435,1497,28270,Running with ball,7
1436,1498,28276,Running with ball,7
1437,1499,28295,Pass,7
1438,1500,28310,Reception,4
1439,1501,28315,Running with ball,4
1440,1502,28331,Pass,4
1441,1503,28370,Hold of ball gk,24
1442,1504,28402,Pass,24
1443,1505,28413,Reception,26
1444,1506,28430,Running with ball,26
1445,1507,28459,Pass,26
1446,1508,28468,Reception,35
1447,1509,28481,Pass,35
1448,1510,28497,Reception,29
1449,1511,28500,Reception,5
1450,1513,28559,Pass,29
1451,1514,28572,Pass,35
1452,1515,28578,Reception,9
1453,1516,28586,Pass,9
1454,1517,28605,Reception,10
1455,1518,28610,Running with ball,10
1456,1519,28620,Shot on target,10
1457,1520,28628,Low catch gk,24
1458,1521,28783,Running with ball,24
